model_id,model_name,question_id,subject,type,baseline_correct_count,agentic_correct_count,baseline_majority_correct,agentic_majority_correct,transition_code,transition_term,baseline_majority_rate,difficulty_bin
gemini-3-pro-preview,Gemini 3 Pro Preview,111,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,112,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,113,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,114,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,115,Ethics/Reg,A,0,0,False,False,0->0,Refractory Error,0.5454545454545454,Medium (40-60%)
gemini-3-pro-preview,Gemini 3 Pro Preview,116,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,117,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,118,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,119,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,120,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,121,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,122,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,123,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,124,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,125,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,126,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,127,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,128,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,129,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,130,Internal Medicine,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,131,Internal Medicine,B,5,5,True,True,1->1,Retained Mastery,0.36363636363636365,Hard (20-40%)
gemini-3-pro-preview,Gemini 3 Pro Preview,132,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,133,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,134,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,135,Surgery,B,5,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,136,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,137,Physiology/Biochem,X,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gemini-3-pro-preview,Gemini 3 Pro Preview,138,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.45454545454545453,Medium (40-60%)
gemini-3-pro-preview,Gemini 3 Pro Preview,139,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,140,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,141,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,142,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,143,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,144,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,145,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,146,Pathology,X,5,0,True,False,1->0,Iatrogenic Error,0.09090909090909091,Very hard (<20%)
gemini-3-pro-preview,Gemini 3 Pro Preview,147,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,148,Pathology,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,149,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,150,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,151,Pathology,X,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,152,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,153,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,154,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,155,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,156,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,157,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,158,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,159,Internal Medicine,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,160,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,161,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,162,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,163,Surgery,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,164,Surgery,X,5,0,True,False,1->0,Iatrogenic Error,1.0,Very easy (>=80%)
gemini-3-pro-preview,Gemini 3 Pro Preview,165,Surgery,X,5,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,1,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,2,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,3,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,4,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,5,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,6,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,7,Physiology/Biochem,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,8,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,9,Physiology/Biochem,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,10,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,11,Physiology/Biochem,A,0,5,False,True,0->1,Effective Rescue,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,12,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,13,Physiology/Biochem,A,4,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,14,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,15,Physiology/Biochem,A,0,5,False,True,0->1,Effective Rescue,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,16,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,17,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,18,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,19,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,20,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
gpt-5.2,GPT-5.2,21,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,22,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,23,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,24,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,25,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,26,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,27,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,28,Physiology/Biochem,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,29,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,30,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,31,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,32,Pathology,A,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,33,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,34,Pathology,A,0,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,35,Pathology,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,36,Pathology,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,37,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,38,Pathology,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,39,Pathology,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,40,Pathology,A,0,0,False,False,0->0,Refractory Error,0.2727272727272727,Hard (20-40%)
gpt-5.2,GPT-5.2,41,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,42,Internal Medicine,A,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,43,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,44,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,45,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,46,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,47,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,48,Internal Medicine,A,0,2,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,49,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,50,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,51,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,52,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,53,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,54,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,55,Internal Medicine,A,5,4,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,56,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,57,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,58,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,59,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,60,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,61,Surgery,A,0,3,False,True,0->1,Effective Rescue,0.8181818181818182,Very easy (>=80%)
gpt-5.2,GPT-5.2,62,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,63,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,64,Surgery,A,0,3,False,True,0->1,Effective Rescue,0.5454545454545454,Medium (40-60%)
gpt-5.2,GPT-5.2,65,Surgery,A,0,0,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
gpt-5.2,GPT-5.2,66,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,67,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,68,Internal Medicine,A,0,1,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,69,Internal Medicine,A,0,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
gpt-5.2,GPT-5.2,70,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,71,Internal Medicine,A,2,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
gpt-5.2,GPT-5.2,72,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,73,Internal Medicine,A,3,5,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
gpt-5.2,GPT-5.2,74,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,75,Internal Medicine,A,4,5,True,True,1->1,Retained Mastery,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,76,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,77,Internal Medicine,A,4,0,True,False,1->0,Iatrogenic Error,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,78,Internal Medicine,A,0,1,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
gpt-5.2,GPT-5.2,79,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,80,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.18181818181818182,Very hard (<20%)
gpt-5.2,GPT-5.2,81,Internal Medicine,A,1,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,82,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,83,Internal Medicine,A,0,5,False,True,0->1,Effective Rescue,0.18181818181818182,Very hard (<20%)
gpt-5.2,GPT-5.2,84,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,85,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,86,Internal Medicine,A,5,0,True,False,1->0,Iatrogenic Error,0.5454545454545454,Medium (40-60%)
gpt-5.2,GPT-5.2,87,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,88,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,89,Internal Medicine,A,5,1,True,False,1->0,Iatrogenic Error,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,90,Internal Medicine,A,2,1,False,False,0->0,Refractory Error,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,91,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,92,Internal Medicine,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,93,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,94,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,95,Surgery,A,2,5,False,True,0->1,Effective Rescue,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,96,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,97,Surgery,A,1,0,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,98,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,99,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,100,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,101,Surgery,A,2,5,False,True,0->1,Effective Rescue,0.8181818181818182,Very easy (>=80%)
gpt-5.2,GPT-5.2,102,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.45454545454545453,Medium (40-60%)
gpt-5.2,GPT-5.2,103,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,104,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,105,Surgery,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,106,Surgery,A,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,107,Surgery,A,1,4,False,True,0->1,Effective Rescue,0.2727272727272727,Hard (20-40%)
gpt-5.2,GPT-5.2,108,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,109,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,110,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,111,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,112,Ethics/Reg,A,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,113,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,114,Ethics/Reg,A,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,115,Ethics/Reg,A,5,3,True,True,1->1,Retained Mastery,0.5454545454545454,Medium (40-60%)
gpt-5.2,GPT-5.2,116,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,117,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,118,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,119,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,120,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,121,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,122,Physiology/Biochem,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,123,Physiology/Biochem,B,5,3,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,124,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,125,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,126,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,127,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,128,Pathology,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,129,Pathology,B,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,130,Internal Medicine,B,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,131,Internal Medicine,B,2,2,False,False,0->0,Refractory Error,0.36363636363636365,Hard (20-40%)
gpt-5.2,GPT-5.2,132,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,133,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,134,Surgery,B,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,135,Surgery,B,5,5,True,True,1->1,Retained Mastery,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,136,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,137,Physiology/Biochem,X,0,0,False,False,0->0,Refractory Error,0.0,Very hard (<20%)
gpt-5.2,GPT-5.2,138,Physiology/Biochem,X,4,4,True,True,1->1,Retained Mastery,0.45454545454545453,Medium (40-60%)
gpt-5.2,GPT-5.2,139,Physiology/Biochem,X,5,2,True,False,1->0,Iatrogenic Error,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,140,Physiology/Biochem,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,141,Physiology/Biochem,X,5,3,True,True,1->1,Retained Mastery,0.8181818181818182,Very easy (>=80%)
gpt-5.2,GPT-5.2,142,Physiology/Biochem,X,5,4,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,143,Physiology/Biochem,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,144,Physiology/Biochem,X,0,0,False,False,0->0,Refractory Error,0.6363636363636364,Easy (60-80%)
gpt-5.2,GPT-5.2,145,Physiology/Biochem,X,0,1,False,False,0->0,Refractory Error,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,146,Pathology,X,0,0,False,False,0->0,Refractory Error,0.09090909090909091,Very hard (<20%)
gpt-5.2,GPT-5.2,147,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,148,Pathology,X,5,5,True,True,1->1,Retained Mastery,0.9090909090909091,Very easy (>=80%)
gpt-5.2,GPT-5.2,149,Pathology,X,5,4,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,150,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,151,Pathology,X,5,1,True,False,1->0,Iatrogenic Error,0.7272727272727273,Easy (60-80%)
gpt-5.2,GPT-5.2,152,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
gpt-5.2,GPT-5.2,153,Pathology,X,5,5,True,True,1->1,Retained Mastery,1.0,Very easy (>=80%)
